code,name,market,foreign_net,sitc_net
3231,緯創,TSE,32435090,10842925
2002,中鋼,TSE,30430942,0
2883,凱基金,TSE,16826009,169164
2618,長榮航,TSE,16212814,462277
1402,遠東新,TSE,13889300,3225591
2609,陽明,TSE,11649098,21278
2887,台新新光金,TSE,11564565,-548957
2634,漢翔,TSE,10622609,61000
2834,臺企銀,TSE,10819933,48000
2615,萬海,TSE,8900254,90576
2890,永豐金,TSE,9501039,60710
3045,台灣大,TSE,8958524,323800
2412,中華電,TSE,6764328,696144
2324,仁寶,TSE,7427442,146136
4904,遠傳,TSE,7382054,266738
2884,玉山金,TSE,6869198,446835
8112,至上,TSE,7405633,0
5876,上海商銀,TSE,5005537,1639000
8039,台虹,TSE,6418629,0
4938,和碩,TSE,6347205,-210000
2845,遠東銀,TSE,4906315,0
2867,三商壽,TSE,4020000,0
2409,友達,TSE,4516359,65800
5880,合庫金,TSE,3656925,150000
1303,南亞,TSE,3280167,583697
2889,國票金,TSE,3668722,0
2356,英業達,TSE,3765735,28849
1216,統一,TSE,1164918,1144363
2891,中信金,TSE,2079080,355994
2603,長榮,TSE,2823444,10000
2892,第一金,TSE,2472755,139079
2606,裕民,TSE,2470965,2000
2881,富邦金,TSE,2486976,136461
2885,元大金,TSE,1517387,720765
2897,王道銀行,TSE,2096618,132000
2633,台灣高鐵,TSE,522259,1569000
3014,聯陽,TSE,1928889,0
2610,華航,TSE,1574371,371000
2882,國泰金,TSE,621414,874696
9945,潤泰新,TSE,1344120,26000
2547,日勝生,TSE,1302000,0
3034,聯詠,TSE,1090708,99397
2347,聯強,TSE,1303205,11000
1102,亞泥,TSE,1193012,47944
2388,威盛,TSE,1074935,0
5388,中磊,TSE,1055064,0
8114,振樺電,TSE,978907,0
2903,遠百,TSE,959000,0
2605,新興,TSE,1063069,6000
3022,威強電,TSE,941848,0
6166,凌華,TSE,977778,0
2637,慧洋-KY,TSE,514946,302000
2357,華碩,TSE,901120,-6912
1210,大成,TSE,320988,269000
1227,佳格,TSE,832037,5000
2103,台橡,TSE,488500,0
2504,國產,TSE,793000,22000
2812,台中銀,TSE,810272,18000
3576,聯合再生,TSE,779320,0
5871,中租-KY,TSE,296597,504488
2905,三商,TSE,780765,0
4566,時碩工業,TSE,774080,0
3703,欣陸,TSE,750100,3000
6669,緯穎,TSE,29146,659723
2601,益航,TSE,705101,0
8021,尖點,TSE,-632134,1329000
8261,富鼎,TSE,745949,7000
9925,新保,TSE,656000,0
3706,神達,TSE,943064,9000
6206,飛捷,TSE,582578,0
6243,迅杰,TSE,583018,0
4919,新唐,TSE,567496,0
1709,和益,TSE,513000,0
2006,東和鋼鐵,TSE,76687,495639
2489,瑞軒,TSE,497600,3000
6405,悅城,TSE,523000,0
9921,巨大,TSE,504565,2000
6414,樺漢,TSE,510734,0
6901,鑽石投資,TSE,504000,0
5522,遠雄,TSE,501072,3000
9917,中保科,TSE,390815,102000
8210,勤誠,TSE,648830,-169000
3090,日電貿,TSE,627000,-216000
1218,泰山,TSE,450000,0
2023,燁輝,TSE,424599,14000
2359,所羅門,TSE,318865,0
7835,永悅健康-創,TSE,1000,0
6278,台表科,TSE,393898,0
2501,國建,TSE,355259,1000
2351,順德,TSE,494328,-146000
3035,智原,TSE,165668,0
3669,圓展,TSE,301800,0
2327,國巨*,TSE,1479154,-969184
2472,立隆電,TSE,359488,14000
3416,融程電,TSE,307099,0
3702,大聯大,TSE,-5787284,6226000
